,region_name,district_name,kanton_name
1824,Lengnau (BE),Biel/Bienne,Bern / Berne
1825,Hildisrieden,Sursee,Luzern
1826,Oberdorf (BL),Waldenburg,Basel-Landschaft
1827,Dielsdorf,Dielsdorf,Zürich
1828,Martigny-Combe,Martigny,Valais / Wallis
1829,Corcelles (BE),Jura bernois,Bern / Berne
1830,Ennetbürgen,Kanton Nidwalden,Nidwalden
1831,Duillier,Nyon,Vaud
1832,Winkel,Bülach,Zürich
1833,Schnottwil,Bucheggberg,Solothurn
1834,Cossonay,Morges,Vaud
1835,Visp,Visp,Valais / Wallis
1836,Schwaderloch,Laufenburg,Aargau
1837,Ehrendingen,Baden,Aargau
1838,Roggenburg,Laufen,Basel-Landschaft
1839,Greppen,Luzern-Land,Luzern
1840,Leysin,Aigle,Vaud
1841,Minusio,Locarno,Ticino
1842,Vex,Hérens,Valais / Wallis
1843,Aarburg,Zofingen,Aargau
1844,Uesslingen-Buch,Frauenfeld,Thurgau
1845,Unterentfelden,Aarau,Aargau
1846,Riggisberg,Appenzell Ausserrhoden,Bern / Berne
1847,Zillis-Reischen,Hinterrhein,Graubünden / Grigioni / Grischun
1848,Lutzenberg,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1849,Bretzwil,Waldenburg,Basel-Landschaft
1850,Avers,Hinterrhein,Graubünden / Grigioni / Grischun
1851,Burtigny,Nyon,Vaud
1852,Ballaigues,Jura-Nord vaudois,Vaud
1853,Dagmersellen,Willisau,Luzern
1854,Obermumpf,Rheinfelden,Aargau
1855,Epsach,Seeland,Bern / Berne
1856,Rapperswil (BE),Seeland,Bern / Berne
1857,Selzach,Lebern,Solothurn
1858,Meinier,Canton de Genève,Genève
1859,Scharans,Hinterrhein,Graubünden / Grigioni / Grischun
1860,La Sagne,La Chaux-de-Fonds,Neuchâtel
1861,Onex,Canton de Genève,Genève
1862,Bolligen,Appenzell Ausserrhoden,Bern / Berne
1863,Lufingen,Bülach,Zürich
1864,Billens-Hennens,La Glâne,Fribourg / Freiburg
1865,Beringen,Schaffhausen,Schaffhausen
1866,Gondiswil,Oberaargau,Bern / Berne
1867,Oberglatt,Dielsdorf,Zürich
1868,Cuarnens,Morges,Vaud
1869,Feuerthalen,Andelfingen,Zürich
1870,Alle,Porrentruy,Jura
1871,Sagogn,Surselva,Graubünden / Grigioni / Grischun
1872,Bachenbülach,Bülach,Zürich
1873,Orpund,Biel/Bienne,Bern / Berne
1874,Kaiserstuhl,Zurzach,Aargau
1875,Schönenwerd,Olten,Solothurn
1876,Innertkirchen,Interlaken-Oberhasli,Bern / Berne
1877,Rheinfelden,Rheinfelden,Aargau
1878,Schongau,Hochdorf,Luzern
1879,Boswil,Muri,Aargau
1880,Vugelles-La Mothe,Jura-Nord vaudois,Vaud
1881,Schleinikon,Dielsdorf,Zürich
1882,Vitznau,Luzern-Land,Luzern
1883,Savigny,Lavaux-Oron,Vaud
1884,Massonnens,La Glâne,Fribourg / Freiburg
1885,Gordola,Locarno,Ticino
1886,Hilterfingen,Thun,Bern / Berne
1887,Avully,Canton de Genève,Genève
1888,La Neuveville,Jura bernois,Bern / Berne
1889,Eschenz,Frauenfeld,Thurgau
1890,Seewis im Prättigau,Prättigau-Davos,Graubünden / Grigioni / Grischun
1891,La Rippe,Nyon,Vaud
1892,Canobbio,Lugano,Ticino
1893,Jonen,Bremgarten,Aargau
1894,Triengen,Sursee,Luzern
1895,Zermatt,Visp,Valais / Wallis
1896,Niederwil (AG),Bremgarten,Aargau
1897,Courtedoux,Porrentruy,Jura
1898,Corsier (GE),Canton de Genève,Genève
1899,Buckten,Sissach,Basel-Landschaft
1900,Schlossrued,Kulm,Aargau
1901,Puidoux,Lavaux-Oron,Vaud
1902,Corbeyrier,Aigle,Vaud
1903,Gais,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1904,Cadenazzo,Bellinzona,Ticino
1905,Tägerig,Bremgarten,Aargau
1906,Urdorf,Dietikon,Zürich
1907,Avenches,Broye-Vully,Vaud
1908,Ellikon an der Thur,Winterthur,Zürich
1909,Lindau,Pfäffikon,Zürich
1910,Lommis,Münchwilen,Thurgau
1911,Rueyres,Gros-de-Vaud,Vaud
1912,Montanaire,Gros-de-Vaud,Vaud
1913,Le Châtelard,La Glâne,Fribourg / Freiburg
1914,Pont-en-Ogoz,La Gruyère,Fribourg / Freiburg
1915,Buchs (ZH),Dielsdorf,Zürich
1916,Châtel-sur-Montsalvens,La Gruyère,Fribourg / Freiburg
1917,Saint-Maurice,Saint-Maurice,Valais / Wallis
1918,Bubikon,Hinwil,Zürich
1919,Gruyères,La Gruyère,Fribourg / Freiburg
1920,S-chanf,Maloja / Maloggia,Graubünden / Grigioni / Grischun
1921,Samnaun,Inn,Graubünden / Grigioni / Grischun
1922,Rifferswil,Affoltern,Zürich
1923,Safenwil,Zofingen,Aargau
1924,Erschwil,Thierstein,Solothurn
1925,Loveresse,Jura bernois,Bern / Berne
1926,Montagny (FR),La Broye,Fribourg / Freiburg
1927,Müllheim,Frauenfeld,Thurgau
1928,Saas-Balen,Visp,Valais / Wallis
1929,Meisterschwanden,Lenzburg,Aargau
1930,Cartigny,Canton de Genève,Genève
1931,Stadel,Dielsdorf,Zürich
1932,Hägglingen,Bremgarten,Aargau
1933,Moosleerau,Zofingen,Aargau
1934,Birrwil,Kulm,Aargau
1935,Les Clées,Jura-Nord vaudois,Vaud
1936,Niedermuhlern,Appenzell Ausserrhoden,Bern / Berne
1937,Mammern,Frauenfeld,Thurgau
1938,Thundorf,Frauenfeld,Thurgau
1939,Sisikon,Kanton Uri,Uri
1940,Olsberg,Rheinfelden,Aargau
1941,Bavois,Jura-Nord vaudois,Vaud
1942,Corsier-sur-Vevey,Riviera-Pays-d'Enhaut,Vaud
1943,Bursins,Nyon,Vaud
1944,Saint-Oyens,Morges,Vaud
1945,Cottens (VD),Morges,Vaud
1946,Erlen,Weinfelden,Thurgau
1947,Balgach,Rheintal,St. Gallen
1948,Homburg,Frauenfeld,Thurgau
1949,Lützelflüh,Emmental,Bern / Berne
1950,Binningen,Arlesheim,Basel-Landschaft
1951,Ziefen,Liestal,Basel-Landschaft
1952,Birsfelden,Arlesheim,Basel-Landschaft
1953,Untereggen,Rorschach,St. Gallen
1954,Densbüren,Aarau,Aargau
1955,Fiez,Jura-Nord vaudois,Vaud
1956,Rochefort,Boudry,Neuchâtel
1957,Sorvilier,Jura bernois,Bern / Berne
1958,Illnau-Effretikon,Pfäffikon,Zürich
1959,Luterbach,Wasseramt,Solothurn
1960,Saint-Prex,Morges,Vaud
1961,Bettens,Gros-de-Vaud,Vaud
1962,Corbières,La Gruyère,Fribourg / Freiburg
1963,Beinwil (SO),Thierstein,Solothurn
1964,Arni (AG),Bremgarten,Aargau
1965,Burg (AG),Kulm,Aargau
1966,Pont-la-Ville,La Gruyère,Fribourg / Freiburg
1967,Steinmaur,Dielsdorf,Zürich
1968,Court,Jura bernois,Bern / Berne
1969,Saas-Almagell,Visp,Valais / Wallis
1970,Rivaz,Lavaux-Oron,Vaud
1971,Graben,Oberaargau,Bern / Berne
1972,Staldenried,Visp,Valais / Wallis
1973,Mühlau,Muri,Aargau
1974,Nebikon,Willisau,Luzern
1975,Ascona,Locarno,Ticino
1976,Waldstatt,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1977,Gansingen,Laufenburg,Aargau
1978,Lumino,Bellinzona,Ticino
1979,Birr,Brugg,Aargau
1980,Langnau am Albis,Horgen,Zürich
1981,Brusino Arsizio,Lugano,Ticino
1982,Romanel-sur-Morges,Morges,Vaud
1983,Cologny,Canton de Genève,Genève
1984,Boncourt,Porrentruy,Jura
1985,Troistorrents,Monthey,Valais / Wallis
1986,Zumikon,Meilen,Zürich
1987,Adlikon,Andelfingen,Zürich
1988,Trimbach,Gösgen,Solothurn
1989,Bürglen (TG),Weinfelden,Thurgau
1990,Schmiedrued,Kulm,Aargau
1991,Wynigen,Emmental,Bern / Berne
1992,Wolhusen,Entlebuch,Luzern
1993,Le Landeron,Neuchâtel,Neuchâtel
1994,Pontresina,Maloja / Maloggia,Graubünden / Grigioni / Grischun
1995,Grub (AR),Appenzell Ausserrhoden,Appenzell Ausserrhoden
1996,Melchnau,Oberaargau,Bern / Berne
1997,Roggwil (BE),Oberaargau,Bern / Berne
1998,Langendorf,Lebern,Solothurn
1999,Biglen,Appenzell Ausserrhoden,Bern / Berne
2000,Rue,La Glâne,Fribourg / Freiburg
2001,Hirschthal,Aarau,Aargau
2002,Matran,La Sarine,Fribourg / Freiburg
2003,Killwangen,Baden,Aargau
2004,Unterramsern,Bucheggberg,Solothurn
2005,Bulle,La Gruyère,Fribourg / Freiburg
2006,Disentis/Mustér,Surselva,Graubünden / Grigioni / Grischun
2007,Brienz (BE),Interlaken-Oberhasli,Bern / Berne
2008,Lonay,Morges,Vaud
2009,Maienfeld,Landquart,Graubünden / Grigioni / Grischun
2010,Quinto,Leventina,Ticino
2011,Waldkirch,St. Gallen,St. Gallen
2012,Dörflingen,Reiat,Schaffhausen
2013,Grüsch,Prättigau-Davos,Graubünden / Grigioni / Grischun
2014,Erlinsbach (AG),Aarau,Aargau
2015,Reitnau,Zofingen,Aargau
2016,Villigen,Brugg,Aargau
2017,Rickenbach (LU),Sursee,Luzern
2018,Valeyres-sous-Montagny,Jura-Nord vaudois,Vaud
2019,Curtilles,Broye-Vully,Vaud
2020,Bougy-Villars,Morges,Vaud
